student_id;attendance_pct;absence_hours;homework_pct;study_hours_per_week;midterm_score;informatique;mathematique;svt;physique;sport;education_islamique;francais;arabe;pass
959;54.5;94;50.9;7;47.1;49.2;41.8;25.2;50.2;65.1;46.8;42.3;56.2;1
960;83.3;44;100.0;13;84.6;67.3;84.8;84.3;85.6;90.0;90.1;95.6;79.0;1
961;92.4;20;71.4;11;84.5;96.1;74.4;75.3;82.6;96.1;84.6;96.1;70.7;1
962;73.7;53;82.3;9;80.9;78.2;81.0;81.9;78.8;77.5;72.7;92.7;84.5;1
963;60.0;86;43.2;2;52.0;62.9;57.2;59.9;57.8;31.0;61.1;35.8;50.4;0
964;69.2;66;75.3;8;58.4;57.2;61.4;73.3;72.8;40.3;29.5;53.8;78.9;0
965;94.9;16;65.1;10;92.5;97.6;97.1;80.1;88.4;90.8;92.4;97.6;96.2;1
966;15.0;173;22.6;1;40.4;45.6;36.0;50.1;49.2;17.6;12.3;42.7;69.6;0
967;99.3;0;85.9;8;84.0;90.1;82.8;98.9;92.1;99.7;47.2;100.0;61.3;1
968;93.8;0;85.3;9;80.6;86.7;91.0;51.4;81.4;85.0;81.1;100.0;68.6;1
969;78.4;37;51.2;13;73.8;71.1;76.1;75.5;95.5;80.7;61.4;64.3;65.8;1
970;63.0;62;71.5;9;52.9;75.3;50.2;37.4;49.8;29.4;68.7;55.5;56.9;0
971;94.4;5;68.3;11;88.2;100.0;95.3;100.0;82.8;64.1;88.4;85.4;89.2;1
972;82.0;31;88.1;8;68.6;67.0;68.1;56.9;75.3;63.3;95.9;55.8;66.5;1
973;100.0;0;64.8;9;65.1;73.0;58.7;59.0;42.3;64.7;83.0;72.5;67.6;1
974;73.8;36;82.4;11;59.9;65.6;62.8;39.7;63.8;58.6;73.9;48.4;66.4;1
975;91.6;41;73.1;10;70.2;69.0;63.8;62.3;71.3;85.3;40.8;94.2;74.8;1
976;88.2;39;76.6;10;74.6;75.2;80.6;70.5;77.0;59.1;100.0;64.4;70.4;1
977;39.9;140;36.0;4;36.5;29.5;38.9;29.2;41.5;37.4;34.3;53.2;27.9;0
978;89.3;12;67.2;10;65.2;58.1;71.6;60.0;73.8;63.3;50.4;78.9;65.5;1
979;78.2;58;84.6;9;58.1;58.8;60.7;52.5;45.6;64.5;66.5;69.1;47.2;1
980;82.5;46;68.0;11;62.1;66.9;65.1;62.6;74.8;78.5;47.7;53.4;47.8;1
981;48.5;90;27.0;4;49.6;53.1;55.1;64.7;69.4;21.2;47.9;51.5;33.9;0
982;38.1;167;47.0;2;26.6;32.8;30.9;18.0;32.5;26.8;13.5;16.2;42.0;0
983;100.0;0;83.1;12;74.6;81.2;81.9;84.6;60.7;69.0;76.4;66.9;76.1;1
984;51.2;78;55.0;5;36.4;37.2;46.8;28.4;39.8;47.6;37.9;33.7;19.8;0
985;65.0;69;62.4;9;85.9;79.3;78.3;91.7;96.8;98.6;97.9;65.3;79.2;1
986;100.0;5;93.7;6;75.5;74.8;66.2;83.5;75.3;66.7;74.6;80.7;82.3;1
987;76.0;6;74.9;6;77.5;89.2;97.0;78.9;97.0;100.0;21.8;88.6;47.5;1
988;82.9;38;77.9;6;90.2;95.9;100.0;81.2;89.8;54.9;100.0;100.0;100.0;1
989;86.7;28;86.0;10;78.4;78.8;84.6;87.9;85.9;55.4;55.3;99.0;80.3;1
990;62.3;72;40.9;3;42.5;37.4;53.1;46.0;60.7;52.1;11.5;57.8;21.4;1
991;45.3;98;30.2;6;50.5;50.2;53.2;61.0;51.7;31.0;35.7;51.4;70.0;0
992;47.3;118;30.2;3;35.9;54.0;26.2;37.5;22.0;26.4;29.3;26.2;65.6;0
993;81.2;55;86.2;6;79.8;75.5;63.1;80.3;80.8;95.2;100.0;75.7;67.8;1
994;73.5;64;80.8;11;71.1;81.9;77.6;67.4;73.0;28.7;82.5;77.6;80.1;1
995;48.0;83;46.4;2;39.4;33.8;39.9;31.5;47.3;26.4;44.4;41.1;50.8;0
996;92.1;38;87.7;6;86.7;91.4;97.9;86.4;78.7;81.4;84.3;91.6;81.8;1
997;77.4;55;77.8;8;80.9;94.7;83.5;78.3;70.0;81.5;82.8;69.0;87.4;1
998;71.4;54;74.6;11;73.4;71.9;67.5;86.2;64.1;79.7;82.4;61.0;74.4;1
999;33.9;114;60.5;1;33.8;18.6;43.3;38.2;33.5;19.1;52.2;21.5;44.1;0
1000;76.1;56;69.0;11;82.8;83.7;89.9;94.8;85.4;100.0;40.2;82.9;85.4;1
1001;65.0;93;58.5;11;76.3;98.1;85.7;86.1;83.2;29.5;52.0;83.9;91.9;1
1002;45.9;122;28.5;4;50.9;57.9;44.1;59.9;49.3;58.3;56.1;46.5;35.1;0
1003;83.3;44;91.8;8;84.0;79.5;92.2;78.6;96.1;91.2;82.2;71.0;81.2;1
1004;82.2;44;60.4;9;68.8;80.3;58.7;86.1;66.1;47.8;83.9;61.5;66.0;1
1005;80.4;18;66.6;11;73.4;88.4;74.5;70.2;93.7;59.0;32.0;91.0;78.4;1
1006;82.0;58;73.6;10;69.2;58.4;76.3;80.2;66.3;52.7;95.5;60.3;64.0;1
1007;51.9;89;41.5;1;52.0;46.1;51.9;57.0;67.8;16.9;68.3;59.8;48.1;0
1008;91.1;0;91.1;6;91.1;83.7;92.6;100.0;91.6;93.8;100.0;90.5;76.7;1
1009;80.2;51;97.2;10;92.9;88.8;95.1;85.4;88.8;100.0;100.0;100.0;85.4;1
1010;58.7;61;56.4;5;52.0;36.7;40.8;37.5;50.7;36.5;93.4;72.6;47.7;0
1011;60.0;77;61.8;2;22.9;17.3;25.2;24.8;24.4;34.3;10.9;29.1;17.2;0
1012;45.0;109;54.4;1;36.7;31.7;43.2;29.0;31.9;22.7;60.9;30.5;43.8;0
1013;100.0;15;77.0;12;90.3;97.0;100.0;82.2;89.3;84.3;100.0;85.8;84.0;1
1014;74.6;61;85.8;10;85.4;74.1;81.8;100.0;85.6;100.0;84.2;74.9;82.9;1
1015;67.3;42;64.2;8;58.6;53.1;49.2;46.2;54.5;42.3;83.7;68.8;71.0;0
1016;38.1;115;27.5;3;37.8;23.9;35.4;31.2;41.9;49.0;59.9;19.3;41.7;0
1017;77.5;40;60.9;8;85.6;96.1;85.6;77.4;92.2;90.6;61.2;96.1;85.6;1
1018;84.2;41;66.0;12;80.7;79.2;90.2;94.3;78.3;56.0;97.1;63.9;86.6;1
1019;80.0;33;95.1;9;86.0;90.6;94.6;68.9;83.3;94.6;82.1;81.4;92.5;1
1020;57.4;79;33.5;7;40.0;56.2;41.7;36.5;52.1;27.1;17.3;47.7;41.4;1
1021;72.8;50;86.9;11;72.8;73.3;77.0;65.5;74.5;79.9;88.0;69.1;55.0;1
1022;79.8;52;82.8;14;71.6;68.1;72.1;88.0;78.2;46.5;58.7;87.7;73.5;1
1023;73.7;53;66.5;11;84.9;99.1;89.7;81.3;76.6;64.5;91.3;77.6;99.1;1
1024;57.7;103;49.9;1;33.6;26.8;40.2;37.6;32.8;18.3;30.3;34.8;47.9;0
1025;34.1;119;37.3;3;44.3;37.5;55.4;34.0;62.3;47.6;16.7;44.5;56.4;0
1026;79.2;28;78.3;11;74.2;66.4;79.3;87.9;51.2;91.2;74.9;81.4;61.1;1
1027;25.3;130;49.2;1;27.9;33.7;28.6;36.3;33.7;19.3;26.1;21.0;24.5;0
1028;67.3;84;75.7;10;51.9;52.5;53.0;32.7;35.1;54.2;68.7;42.6;76.4;0
1029;90.6;1;65.3;10;98.3;100.0;96.1;100.0;100.0;90.6;100.0;100.0;99.4;1
1030;91.1;29;69.7;10;74.4;83.0;70.2;87.8;84.7;87.9;59.6;63.0;58.8;1
1031;92.5;27;61.0;11;66.3;61.9;71.1;74.3;74.7;91.0;64.9;46.7;45.9;1
1032;22.1;154;25.8;3;34.5;42.0;34.9;24.7;36.6;19.1;31.1;54.5;33.0;0
1033;99.9;0;98.0;8;66.0;76.3;61.3;74.7;75.6;49.3;49.9;74.0;67.0;1
1034;36.1;139;36.1;2;26.5;23.5;11.7;28.0;21.6;62.0;15.4;14.0;35.9;0
1035;36.4;106;30.1;3;30.7;42.3;29.1;22.1;25.0;35.1;46.4;15.2;30.5;0
1036;79.4;52;75.4;10;75.5;84.9;69.0;64.6;76.2;100.0;60.8;76.9;71.5;1
1037;52.0;84;56.1;8;46.4;65.0;38.0;31.1;50.1;28.0;74.0;26.1;58.9;1
1038;85.8;47;96.1;14;65.8;54.0;60.7;59.2;72.6;68.7;64.4;69.9;76.9;1
1039;90.0;13;93.3;14;75.8;87.9;73.8;74.3;90.8;79.3;55.2;62.4;82.5;1
1040;54.4;90;56.8;3;52.0;48.3;31.8;44.8;57.4;81.0;31.5;55.7;65.4;0
1041;43.1;100;12.0;3;45.1;41.2;35.6;15.4;52.9;43.6;78.8;54.8;38.4;0
1042;83.3;49;85.9;12;78.9;83.7;79.7;86.0;88.6;62.7;57.3;92.5;80.6;1
1043;41.3;99;36.0;5;49.1;48.0;59.2;59.9;52.9;30.5;38.3;46.6;57.4;0
1044;72.0;71;45.8;4;44.7;33.8;58.5;46.4;41.7;16.3;63.9;46.1;50.9;1
1045;75.9;38;73.5;8;74.6;71.0;100.0;70.7;87.4;50.3;41.8;87.0;88.4;1
1046;85.1;52;75.8;7;51.3;58.1;40.0;49.2;50.1;41.8;65.7;59.6;45.9;0
1047;81.5;13;99.0;12;76.7;86.0;87.5;52.3;84.8;74.2;77.7;70.8;80.3;1
1048;96.5;18;71.8;12;68.7;81.2;83.6;81.2;86.9;29.8;49.9;86.6;50.5;1
1049;79.2;46;77.2;7;69.8;83.3;66.5;66.9;66.6;24.8;76.3;85.4;88.5;1
1050;34.3;133;23.5;3;45.6;48.2;53.3;37.1;43.3;78.0;40.9;28.8;35.2;0
1051;33.6;122;46.0;1;41.2;21.9;45.3;44.8;47.8;29.7;26.0;48.3;65.9;0
1052;84.1;46;83.9;9;62.1;60.6;56.5;49.5;56.9;69.4;87.1;64.4;52.5;1
1053;72.2;76;80.2;10;81.6;92.9;100.0;73.6;96.7;77.0;51.0;90.3;71.1;1
1054;82.5;48;78.5;12;62.4;67.5;73.7;61.8;54.5;42.2;38.1;72.7;88.7;1
1055;78.9;52;86.8;6;77.6;63.3;76.3;85.6;51.3;100.0;85.5;87.1;71.6;1
1056;25.8;164;48.5;2;39.3;45.3;51.1;39.4;31.4;33.9;46.8;50.9;15.7;0
1057;43.1;121;63.0;2;46.4;57.4;42.1;39.0;48.0;17.2;41.9;51.1;74.6;0
1058;87.6;23;86.8;12;67.3;88.0;63.1;76.0;72.4;34.1;70.5;65.6;68.7;1
1059;69.0;79;57.6;7;55.5;70.5;62.1;61.8;43.3;44.2;57.0;44.1;61.0;0
1060;90.5;32;85.5;12;67.9;58.5;58.9;71.3;76.4;75.2;65.9;69.5;67.5;1
1061;66.0;68;56.1;7;56.4;52.6;44.4;52.1;44.6;82.4;47.7;76.3;51.2;0
1062;40.9;105;28.4;1;31.1;30.0;22.4;28.1;37.6;24.3;71.8;10.8;23.8;0
1063;37.6;124;54.1;1;27.5;40.4;26.4;10.0;14.1;58.3;11.2;12.6;47.0;0
1064;93.1;15;95.8;7;62.3;65.2;64.4;78.1;46.2;79.0;37.7;73.0;54.7;1
1065;34.9;119;32.5;1;39.3;41.5;38.2;52.3;37.0;44.1;64.5;25.5;11.4;0
1066;85.8;60;58.1;16;86.7;100.0;100.0;97.2;100.0;77.9;46.3;91.9;80.4;1
1067;97.3;19;100.0;6;87.5;77.8;90.7;87.0;100.0;68.9;91.3;84.5;100.0;1
1068;82.0;30;70.5;9;93.8;87.6;100.0;95.9;84.7;100.0;89.7;92.5;99.8;1
1069;99.6;2;54.5;10;93.0;90.9;96.9;100.0;100.0;94.4;100.0;82.5;79.5;1
1070;79.7;45;98.1;10;78.6;88.8;73.4;85.2;70.2;99.1;60.1;66.2;85.9;1
1071;43.8;136;45.6;3;30.3;31.3;31.9;16.6;26.2;26.4;47.2;37.5;25.3;0
1072;27.8;150;63.0;3;34.1;17.4;39.9;16.3;30.5;37.4;55.4;33.9;42.0;0
1073;83.7;8;77.5;10;74.3;72.4;81.8;77.4;78.7;73.7;61.1;73.7;75.5;1
1074;43.1;94;46.5;2;30.8;52.6;18.7;20.9;31.3;33.8;38.1;20.9;30.2;0
1075;84.6;31;73.6;10;85.5;84.6;92.2;95.3;99.0;49.6;99.2;92.6;71.5;1
1076;45.5;122;55.7;1;42.5;33.8;43.5;47.8;37.3;26.9;41.5;54.9;54.2;0
1077;34.4;126;50.1;1;26.1;38.9;32.2;27.6;23.9;19.9;30.1;13.8;22.4;0
1078;82.1;36;59.1;7;79.7;76.4;73.1;96.8;71.9;84.5;68.7;79.9;86.3;1
1079;29.3;140;40.9;4;52.0;48.1;63.1;60.2;42.1;35.3;68.7;34.5;64.0;0
1080;87.0;47;85.2;9;70.3;71.9;71.5;73.5;76.1;53.8;62.0;66.4;87.1;1
1081;76.0;68;53.4;6;62.8;56.2;59.5;61.9;56.5;54.5;79.0;57.9;77.0;1
1082;49.2;120;32.4;2;33.2;22.6;21.0;30.1;25.7;32.5;68.2;38.5;27.0;0
1083;71.3;89;71.0;11;65.5;60.5;60.7;53.1;64.9;37.2;94.9;77.5;75.2;1
1084;71.5;42;80.9;13;80.7;82.7;85.4;81.9;100.0;50.1;100.0;71.7;74.1;1
1085;65.9;51;70.3;13;78.4;80.0;78.4;71.0;88.1;86.2;84.8;59.4;79.2;1
1086;45.2;98;48.3;1;40.0;20.5;49.0;25.5;42.9;48.6;49.2;38.3;46.0;0
1087;88.2;24;88.3;14;78.1;65.7;77.8;82.1;73.1;85.7;68.4;83.5;88.5;1
1088;92.1;24;79.6;7;70.5;97.4;70.5;77.9;67.9;53.4;58.0;45.8;93.2;1
1089;20.7;179;37.3;1;31.9;35.5;26.7;27.0;26.6;32.6;37.3;58.1;11.6;0
1090;42.7;123;36.6;4;41.8;33.9;23.9;43.7;37.6;48.7;58.2;35.8;52.6;0
1091;87.4;18;74.9;9;75.7;93.4;79.1;78.0;80.5;100.0;52.1;66.0;56.3;1
1092;81.9;38;81.4;8;71.1;58.8;66.0;76.1;69.9;81.4;87.7;67.5;61.4;1
1093;77.0;51;72.5;8;82.5;90.9;75.6;99.5;79.9;61.8;74.1;100.0;78.0;1
1094;81.1;40;75.3;9;69.0;79.4;70.8;56.4;65.5;57.6;69.8;85.9;66.4;1
1095;83.2;63;100.0;12;81.2;92.9;74.1;97.2;73.7;97.0;50.3;81.9;82.5;1
1096;35.3;137;36.1;4;33.3;25.6;33.9;38.8;26.3;11.9;46.1;49.8;34.0;0
1097;38.4;86;43.2;3;40.9;29.0;33.7;41.3;41.3;52.4;45.3;22.8;61.4;0
1098;55.7;91;23.4;3;34.2;38.4;42.8;36.1;30.5;21.1;31.9;45.6;27.2;0
1099;76.0;39;55.3;11;78.2;88.3;75.0;76.5;77.8;71.0;83.2;93.0;60.9;1
1100;47.9;104;43.4;3;46.0;50.6;50.8;40.2;48.5;40.7;42.8;41.6;52.8;0
1101;84.7;31;83.5;9;61.6;63.5;64.6;56.4;52.2;75.4;56.9;65.1;58.7;1
1102;75.0;41;65.6;6;58.4;53.2;54.5;45.1;40.8;93.2;40.0;59.7;80.7;0
1103;50.9;111;36.8;2;32.3;39.0;29.8;21.9;21.5;53.1;36.0;36.2;21.0;0
1104;70.8;53;91.5;10;84.2;77.0;84.4;87.5;86.6;73.5;92.9;93.8;77.8;1
1105;37.9;124;59.8;2;44.0;30.9;57.2;19.0;31.5;59.9;60.9;41.0;51.5;0
1106;65.0;70;87.9;10;75.5;81.7;76.4;56.0;96.4;100.0;48.4;72.2;73.1;1
1107;53.8;88;12.0;2;24.9;19.0;24.3;17.1;17.0;36.1;33.7;30.9;21.1;0
1108;78.9;47;76.3;11;58.0;60.5;57.8;55.7;34.3;48.6;96.8;57.6;52.8;1
1109;84.2;38;83.0;11;73.9;82.2;72.5;91.2;59.5;91.5;48.0;70.0;76.4;1
1110;37.9;149;42.2;4;33.3;20.9;48.3;45.8;34.0;26.7;23.6;33.0;34.0;0
1111;95.3;1;100.0;10;68.4;69.4;64.0;58.2;90.1;77.3;52.9;81.8;53.5;1
1112;32.0;100;29.8;5;37.0;47.0;32.8;14.6;32.1;45.3;43.8;58.3;22.1;0
1113;84.4;37;68.2;6;84.0;82.6;82.7;72.2;70.7;80.5;95.8;95.8;91.7;1
1114;43.3;113;44.8;3;30.8;20.0;32.5;51.4;40.8;14.9;31.8;22.5;32.4;0
1115;53.4;96;50.1;6;48.5;50.1;41.9;30.9;55.0;63.5;38.0;46.8;61.9;0
1116;91.6;33;57.5;10;74.5;85.1;84.0;62.5;67.7;97.1;61.8;55.0;82.8;1
1117;79.1;37;100.0;10;77.4;97.1;83.7;76.7;74.0;79.7;59.6;94.5;54.0;1
1118;82.7;44;86.5;10;69.5;57.2;65.9;73.2;70.2;52.6;92.4;67.2;77.2;1
1119;97.8;15;93.6;12;77.7;78.8;68.2;80.0;79.0;88.4;73.9;66.8;86.5;1
1120;72.2;64;98.4;9;78.2;89.8;74.0;92.9;86.6;71.1;67.4;79.5;64.4;1
1121;60.0;78;61.8;3;37.2;46.0;50.7;32.1;28.3;69.3;11.2;25.3;34.7;0
1122;43.0;133;67.3;7;43.3;48.9;33.6;29.4;54.7;48.8;40.0;52.1;38.9;1
1123;37.9;120;42.1;4;23.9;28.2;11.7;32.3;28.0;14.0;10.0;11.6;55.3;0
1124;60.0;83;42.8;2;39.9;21.0;34.0;48.0;17.3;50.0;63.7;26.2;58.9;0
1125;36.1;119;47.2;2;36.5;38.2;37.1;30.5;18.9;39.2;40.5;28.4;59.2;0
1126;27.4;130;12.0;1;44.7;32.5;49.0;47.4;45.7;58.0;33.0;37.4;54.5;0
1127;71.9;59;48.0;8;84.4;92.2;69.5;87.1;89.5;56.6;99.2;82.1;99.2;1
1128;37.4;118;70.4;5;40.1;37.5;42.0;53.7;47.6;15.5;59.6;39.9;25.0;1
1129;40.9;103;31.1;3;33.2;36.2;35.8;29.4;43.7;26.2;24.8;40.0;29.4;0
1130;84.8;12;48.0;10;59.6;50.8;56.8;58.1;59.8;77.4;69.0;39.4;65.4;1
1131;86.9;37;73.4;9;77.7;51.4;65.4;83.7;79.9;84.2;78.9;88.6;89.4;1
1132;82.8;11;64.4;9;95.4;100.0;98.9;100.0;98.0;100.0;65.9;100.0;100.0;1
1133;80.5;39;76.1;9;77.6;89.1;90.1;72.5;78.7;99.5;50.2;55.8;84.9;1
1134;48.0;91;30.9;2;32.9;42.3;27.1;32.5;27.3;12.5;54.6;28.7;38.2;0
1135;70.4;30;67.6;11;97.3;100.0;100.0;96.3;100.0;85.7;100.0;96.3;100.0;1
1136;77.9;45;73.1;12;66.7;51.7;62.3;74.1;61.0;59.0;80.8;62.4;82.3;1
1137;76.7;70;76.2;10;57.6;61.5;48.7;66.6;54.8;44.5;58.5;66.9;59.2;0
1138;100.0;0;93.2;11;66.8;61.7;65.8;68.0;62.5;63.4;76.8;49.8;86.4;1
1139;65.6;74;98.4;9;85.0;86.3;86.8;91.8;79.9;97.9;59.0;82.8;95.4;1
1140;93.0;4;84.5;9;83.8;100.0;84.5;68.2;74.4;86.0;88.2;100.0;69.5;1
1141;43.4;96;26.2;2;52.0;51.4;48.3;45.2;50.2;22.3;81.9;70.5;46.2;0
1142;72.0;50;49.2;6;49.3;39.8;42.4;76.3;48.9;49.9;29.2;66.0;41.9;1
1143;79.6;62;82.2;7;74.4;76.7;73.3;74.7;68.9;98.0;54.5;75.1;74.1;1
1144;53.1;98;56.4;2;41.3;25.6;37.2;41.7;43.3;24.3;64.8;48.4;45.1;0
1145;72.7;55;77.4;6;74.5;75.6;62.3;75.7;63.8;57.0;89.0;98.7;74.0;1
1146;49.6;142;56.3;7;47.6;32.6;42.3;57.6;53.9;10.0;40.5;59.9;83.9;1
1147;50.0;110;35.8;1;52.0;48.4;55.5;60.3;61.8;38.9;43.4;35.4;72.5;0
1148;39.6;120;47.5;5;40.8;39.4;37.9;51.1;40.2;26.5;60.5;53.4;17.4;0
1149;97.8;0;83.1;10;85.1;94.4;82.2;68.6;75.9;96.2;64.0;99.7;99.7;1
1150;85.7;43;72.5;8;50.0;52.5;52.6;67.2;43.2;46.2;55.9;36.5;45.9;0
1151;47.9;120;36.4;4;26.9;33.6;23.0;16.8;10.1;11.1;50.0;26.2;44.4;0
1152;78.4;42;87.9;8;67.3;53.9;49.7;58.5;61.5;85.9;81.1;76.4;71.3;1
1153;46.3;128;23.8;3;43.8;46.6;48.5;28.4;36.8;48.4;65.3;37.9;38.5;0
1154;90.2;0;62.2;14;68.1;72.1;83.9;78.5;78.8;72.8;68.7;51.9;38.1;1
1155;45.0;133;59.4;3;44.0;46.7;42.5;34.4;61.6;53.9;22.6;28.2;62.2;0
1156;74.7;58;100.0;6;88.3;95.1;92.1;100.0;99.7;75.2;55.5;95.6;93.3;1
1157;27.8;154;40.2;2;39.4;51.0;42.7;28.4;39.7;37.6;10.0;41.5;64.2;0
1158;84.3;43;55.7;10;65.1;72.8;66.3;63.9;65.6;67.7;50.5;49.5;84.6;1
1159;80.5;22;80.3;10;78.3;68.4;80.3;88.8;77.9;77.4;100.0;60.5;73.1;1
1160;100.0;0;77.4;8;86.5;87.7;92.5;84.0;82.0;88.9;69.0;91.3;96.5;1
1161;91.7;24;93.8;8;80.5;96.3;89.7;81.7;97.5;58.9;87.1;59.8;73.0;1
1162;76.1;58;93.4;11;71.0;83.6;73.6;59.5;72.8;72.7;47.6;79.5;78.9;1
1163;88.0;27;81.9;11;74.4;72.1;72.0;90.8;57.7;93.6;62.5;66.4;80.0;1
1164;70.6;47;66.6;7;74.0;86.5;83.1;48.2;75.4;87.7;82.4;61.9;66.8;1
1165;77.3;23;72.1;6;75.0;73.3;66.5;77.6;69.2;81.1;99.1;95.9;37.4;1
1166;76.5;33;73.8;11;61.1;58.4;57.7;61.3;61.1;63.9;61.4;57.9;67.1;1
1167;20.6;156;62.6;1;30.4;39.1;11.9;32.0;39.5;52.2;17.0;28.4;23.1;0
1168;80.5;40;63.6;7;79.9;89.2;85.8;92.0;92.2;49.4;65.5;81.3;83.9;1
1169;51.0;99;64.9;8;45.6;58.9;37.4;50.7;59.2;37.6;23.4;48.0;49.5;1
1170;33.9;131;63.0;2;29.8;30.4;21.4;26.7;13.5;51.1;33.7;34.9;26.8;0
1171;51.2;121;28.8;2;49.8;36.9;50.2;43.7;42.1;54.1;73.5;54.3;43.6;0
1172;88.6;0;73.0;11;88.1;99.8;80.4;100.0;85.4;66.8;100.0;95.9;76.2;1
1173;30.5;140;38.4;1;30.7;13.3;26.3;39.7;21.9;25.9;67.7;10.0;41.1;0
1174;93.6;5;90.0;13;78.5;83.3;80.3;84.5;72.8;58.1;76.6;84.6;87.7;1
1175;80.1;29;82.4;6;84.9;90.6;74.7;94.1;85.7;67.1;97.9;75.1;94.0;1
1176;81.5;57;53.9;7;72.1;83.0;85.4;92.2;69.2;70.3;65.0;65.3;46.4;1
1177;42.9;107;23.0;2;52.0;53.7;58.1;54.8;54.4;44.5;46.7;39.3;64.5;0
1178;68.3;58;91.6;6;83.7;78.5;93.7;99.9;85.7;100.0;39.4;72.5;100.0;1
1179;82.0;34;51.9;8;67.7;59.4;64.3;62.3;75.3;71.6;73.2;78.2;57.3;1
1180;64.9;61;85.5;8;56.7;44.9;57.0;61.9;58.1;66.9;63.6;52.8;48.4;0
1181;55.1;81;35.8;3;32.6;34.7;31.4;45.8;24.9;39.0;40.0;14.5;30.4;0
1182;86.3;26;84.0;9;82.0;82.9;84.5;92.9;76.6;73.0;68.0;78.4;100.0;1
1183;89.2;9;62.2;8;79.3;73.2;89.7;73.6;88.9;100.0;64.2;68.7;76.2;1
1184;32.1;156;42.7;2;41.9;49.6;44.9;19.9;45.5;76.0;10.0;50.5;39.1;0
1185;76.4;42;89.2;14;83.0;68.6;79.0;87.6;74.5;72.2;95.0;92.0;95.0;1
1186;70.9;82;68.1;10;67.0;69.3;51.4;74.8;55.1;88.2;58.4;62.7;76.2;1
1187;95.5;0;85.2;9;80.6;78.2;68.9;57.0;77.1;96.0;96.0;75.6;96.0;1
1188;51.9;108;31.0;3;41.5;30.7;40.3;55.2;27.1;46.6;48.9;25.9;57.4;1
1189;40.1;133;35.6;6;43.2;56.0;37.9;56.2;38.0;31.6;36.5;34.4;54.8;0
1190;45.7;105;34.1;4;36.8;39.0;41.8;42.8;35.2;55.5;33.6;30.0;16.5;0
1191;52.8;87;41.2;3;47.5;32.8;47.1;50.0;44.3;76.1;10.0;61.2;58.5;0
1192;88.1;17;48.0;13;66.8;61.7;66.3;70.4;71.4;79.7;69.0;68.8;47.0;1
1193;77.2;39;90.5;12;82.5;90.8;73.5;93.5;79.3;99.2;48.2;99.2;76.3;1
1194;80.6;28;80.7;8;75.3;75.1;85.5;72.2;75.2;54.7;71.0;99.2;69.4;1
1195;77.4;43;80.7;9;96.1;98.7;99.2;99.2;97.4;92.1;99.2;94.1;88.7;1
1196;78.2;44;53.8;12;58.0;59.7;77.4;41.6;53.6;59.0;57.4;54.6;60.5;1
1197;30.4;130;46.0;1;38.8;44.7;46.8;30.9;47.0;28.2;13.3;57.2;42.3;0
1198;84.0;13;87.6;10;75.4;75.5;82.6;76.9;86.4;85.9;58.9;61.1;75.9;1
1199;37.8;139;45.7;1;34.1;31.4;25.0;30.1;42.3;35.8;42.9;20.1;45.3;0
1200;100.0;13;66.9;7;77.6;74.2;67.7;73.9;80.5;67.0;88.5;90.3;78.7;1
1201;83.7;30;89.6;7;67.4;57.7;57.0;82.8;82.2;55.5;64.6;60.2;79.2;1
1202;56.1;114;16.1;3;28.6;27.8;17.8;20.9;21.0;34.1;46.5;10.0;51.1;0
1203;98.5;21;65.7;10;91.4;88.3;97.3;100.0;92.6;79.0;95.4;94.8;83.7;1
1204;47.4;79;23.4;2;45.1;53.7;30.6;25.6;40.2;50.4;73.8;45.4;41.0;0
1205;89.2;23;65.8;10;65.2;67.4;63.1;70.5;70.1;92.2;33.4;67.7;57.3;1
1206;91.8;29;88.6;11;69.7;63.0;66.2;64.3;78.0;91.8;18.6;95.5;80.3;1
1207;69.9;76;79.4;12;81.4;67.3;78.1;70.8;96.5;93.8;99.6;74.9;70.1;1
1208;82.7;36;97.3;9;77.1;74.5;69.6;72.6;72.5;74.0;94.9;97.0;61.5;1
1209;80.5;42;66.4;10;71.2;80.6;51.8;74.9;65.4;78.7;49.8;85.1;83.2;1
1210;48.7;114;52.1;1;34.0;20.5;38.3;24.6;32.7;70.2;12.6;29.1;44.0;0
1211;65.6;90;50.1;5;44.3;49.3;52.6;47.4;58.4;55.2;30.0;39.5;22.1;1
1212;76.5;55;89.1;13;82.2;73.2;79.9;77.6;90.7;72.5;92.3;85.8;85.5;1
1213;22.9;132;54.0;2;35.4;32.7;33.0;18.4;19.5;42.5;51.9;35.2;50.0;0
1214;83.2;61;77.2;7;62.0;72.7;51.6;63.1;60.5;55.9;52.4;66.3;73.6;1
1215;47.0;112;39.3;2;46.5;47.6;46.7;50.7;42.7;63.4;23.3;41.6;56.1;0
1216;73.8;33;56.0;10;60.7;66.2;57.2;72.8;47.8;56.7;67.4;43.4;74.1;1
1217;88.6;15;55.5;9;79.5;61.9;78.6;97.2;73.2;97.2;60.1;79.5;88.3;1
1218;83.9;36;73.8;11;91.6;96.1;98.4;100.0;100.0;87.8;74.5;76.0;100.0;1
1219;89.9;21;72.4;9;65.5;66.2;57.7;80.0;53.9;67.1;80.1;60.4;58.6;1
1220;71.1;68;97.0;9;80.6;76.4;81.1;97.2;72.4;100.0;66.1;67.2;84.5;1
1221;100.0;0;51.2;9;80.3;89.7;80.9;79.3;84.6;63.3;84.9;80.8;78.9;1
